sId,tbId,isField,name,description,descriptionEn,fdType,length,decimal,isNullable,isUseable,isForeignKey,fkTbId,fkFieldId,defaultValue,uiType,uiMask,uiVisible,uiReadOnly,uiWidth,uiDefault,isAddField,isEditField,orderType,remark,queue,createUser,createTime,modifyUser,modifyTime,sTamp
50e35713-f9c1-48dc-83da-22af9c41be67,27335ebe-7710-45fe-a7a3-75157313cecc,1,msg,发送内容,msg,nvarchar,-1,0,1,1,0,NULL,NULL,NULL,5,NULL,1,0,80,NULL,1,1,-1,NULL,3,295e169d-cf86-4077-b8a9-4c5ec42b565d,2019-01-07 12:02:01.1299160 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2019-01-07 12:13:57.8441474 +08:00,0x00000000022B6BC7
50f14e8b-0927-4118-8b57-4a74345c3c02,ee242573-872c-4c98-8e2d-987740de5806,1,createTime,时间,创建时间,datetimeoffset,34,7,1,1,0,NULL,NULL,NULL,12,NULL,1,1,120,NULL,1,1,-1,NULL,10,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-28 17:26:18.1697076 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-28 20:27:19.5517204 +08:00,0x00000000022B7CA7
510b2869-50b6-4e09-8281-b8ed19748911,d6489787-c4e6-4c6c-a67e-1972bbc58e99,0,createUser,创建人,创建人,nvarchar,50,0,1,1,0,NULL,NULL,dbo.springHrUser_GetName(createUser),2,NULL,1,1,60,NULL,1,1,-1,NULL,24,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-03-30 18:47:14.0523343 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-11-26 16:56:42.2971039 +08:00,0x000000000033AAEA
5127ce03-da81-4798-a7e0-d2fb5c990172,d4a68e5c-fadb-422e-bb1e-0b46d5aec873,1,sTamp,sTamp,sTamp,timestamp,8,0,1,1,0,NULL,NULL,NULL,2,NULL,0,0,60,NULL,1,1,-1,NULL,28,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-02-06 12:30:05.0427596 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-09-21 20:56:34.1203858 +08:00,0x000000000021E3F5
5135346e-7e5a-4416-b9e6-3f91d009387b,0bcaa66c-4d3d-4717-8b50-9e6cb04ab8e2,1,int1,int1,int1,int,10,0,1,1,0,NULL,NULL,NULL,2,NULL,0,0,60,NULL,1,1,-1,NULL,8,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-09-08 20:36:59.5235143 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-09-09 06:30:01.9191094 +08:00,0x0000000000476E75
51356cc2-9dc2-45df-86d9-7b763705fdaa,4bf5b62d-8a27-4366-8e52-9f15064e18c2,1,sId,sId,sId,nchar,10,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,60,NULL,1,1,-1,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-21 15:07:18.7680175 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-21 17:11:22.1411056 +08:00,0x00000000022B7BC8
513a4c7e-b2ef-4b99-abc0-a599063b3621,137ad7c4-2d34-4ea9-b283-7d24369b46d1,1,time,操作时间,操作时间，UNIX时间戳,varchar,36,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,60,NULL,1,1,-1,NULL,7,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-01-01 20:44:58.0907262 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-01-01 20:51:36.6884687 +08:00,0x00000000022B7CD9
516e4489-b206-4e47-89e3-3f492786fe5f,97f50ef8-97a0-43a6-8e17-0c99f5e6732a,1,province,省份,省份,nvarchar,50,0,1,1,0,NULL,NULL,NULL,2,NULL,1,1,60,NULL,1,1,-1,NULL,9,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-21 17:21:46.3213232 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-23 23:14:18.2500495 +08:00,0x00000000022B7C43
5189b656-702c-48db-b68f-529d1b504106,de805737-ed30-4f99-a936-c903e739ab58,1,treeLevel,treeLevel,treeLevel,int,10,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,80,NULL,1,1,-1,NULL,10,1e670c58-9bc3-4f49-9cc0-c9cc064d782a,2019-08-12 15:29:35.3789177 +08:00,1e670c58-9bc3-4f49-9cc0-c9cc064d782a,2019-08-16 14:42:57.5176794 +08:00,0x00000000022D8856
51b1d3f8-450a-4f3e-b232-b712f53ae024,064c5943-de5c-4f3e-bacb-8fa3b4c45b93,1,createTime,创建时间,创建时间,datetimeoffset,34,7,1,1,0,NULL,NULL,NULL,12,NULL,1,1,130,NULL,1,1,-1,NULL,16,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-03-30 18:53:01.9191907 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2016-09-17 12:21:59.4549053 +08:00,0x000000000096A382
51b55f4c-f2d1-4a8c-992b-c7504fb7e952,e8053620-dab0-4d72-a786-e0dac55afec7,1,queue,queue,queue,int,10,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,80,NULL,1,1,-1,NULL,7,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-05-27 11:38:53.0391863 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-05-27 11:44:08.7559157 +08:00,0x00000000022B7D07
51c8a07e-2dc0-4532-8342-ad7d9e751d39,14b57c70-9f42-47d1-bc35-3b21e24a4911,1,modifyTime,修改时间,修改时间,datetimeoffset,34,7,1,1,0,NULL,NULL,NULL,2,NULL,1,0,60,NULL,1,1,-1,NULL,9,77dec868-d001-4790-b6a4-0fa8df9a39f9,2012-12-13 00:34:12.4405821 +08:00,77dec868-d001-4790-b6a4-0fa8df9a39f9,2012-12-14 13:21:59.9052650 +08:00,0x000000000000093C
5215a90d-fd0f-4913-8b96-d9ea49f855b0,02f5953c-9721-4390-9946-e2076b4c9187,1,int3,int3,int3,int,10,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,80,NULL,1,1,-1,NULL,18,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-02-19 13:15:11.6535832 +08:00,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 14:49:04.5075807 +08:00,0x00000000022FCAB5
524f32b8-15cc-4bf2-aacb-405375c719ac,fa1332f8-b592-4b7b-90e6-2ec71e03690c,1,body,内容,内容,nvarchar,-1,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,80,NULL,1,1,-1,NULL,12,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-07 11:24:09.8666238 +08:00,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-07 11:28:50.0402552 +08:00,0x00000000022FD560
525a0092-8ff2-4aba-801c-77a120257c13,442a6886-d6a9-4ff6-9ede-a66a4328a394,1,sId,sId,sId,varchar,36,0,1,1,0,NULL,NULL,NULL,2,NULL,0,0,60,NULL,1,1,-1,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-07-18 11:35:32.9673921 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-08-07 22:44:41.2311211 +08:00,0x00000000001AEFE2
526a5822-7fd7-4264-9134-e79176692899,68828acf-7307-41d1-82a3-da523879d5f4,1,city,城市,城市,nvarchar,50,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,60,NULL,1,1,-1,NULL,7,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-21 15:07:32.6513631 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-21 17:33:36.4696856 +08:00,0x00000000022B7BDB
52793d46-a313-4e0e-956a-0a6ae5127b1b,2eaa0faa-b3fe-4667-834a-eb7066cb441f,1,siteId,站点,站点,varchar,36,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,80,NULL,1,1,-1,NULL,2,24597ceb-8ffb-46a5-96c0-4d173393bb5c,2019-07-02 17:38:10.0735872 +08:00,24597ceb-8ffb-46a5-96c0-4d173393bb5c,2019-07-08 18:18:47.1730961 +08:00,0x00000000022D1DB6
52b19e38-67fa-47ca-8cda-97224c198fc3,f1ff2417-8050-4422-bf72-d3e197f35f49,1,showUrl1,Mobile内容文件,Mobile内容文件,nvarchar,256,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,120,NULL,1,1,-1,NULL,18,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-03-03 20:20:01.7126892 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2017-04-03 16:48:57.0304736 +08:00,0x00000000013A415D
52b70ab8-01f2-4f7b-9805-0b65a209fe59,d4a68e5c-fadb-422e-bb1e-0b46d5aec873,1,title,标题,标题,nvarchar,256,0,1,1,0,NULL,NULL,NULL,5,NULL,1,0,150,NULL,1,1,-1,NULL,5,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-02-06 12:30:05.0427596 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-09-21 20:56:34.1203858 +08:00,0x000000000021E3F6
52ccf1f3-950d-498f-9558-5194ce6201ef,6218bd63-3845-434a-9a41-37b3cf0fdaf6,1,kf_account,客服账号,客服账号,nvarchar,50,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,60,NULL,1,1,-1,NULL,4,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-01-01 19:35:58.3603084 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-01-04 22:10:58.5643533 +08:00,0x00000000022B7BF2
52e46ff6-645f-4afe-9535-8eb97b3f14d4,7fc9554b-9ff8-4f7a-89f2-d226bb7a1bd2,1,errAdd1,加入1,加入1,nvarchar,256,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,60,NULL,1,1,-1,NULL,8,,2012-09-28 16:33:11.7923814 +08:00,,2012-11-07 09:54:55.1751865 +08:00,0x00000000000008D5
5340540c-5b0c-40d7-9e57-f2afac94779b,cffd4607-cc6c-496f-bd3a-9acff0b43bd1,1,description,描述/pagepath,描述,nvarchar,256,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,200,NULL,1,1,-1,NULL,11,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-02-28 12:46:11.5838307 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-12-31 19:59:12.2889351 +08:00,0x00000000022B7C77
53c3baa4-28d2-458b-a0e8-bd3599462018,88b84eb1-d97e-4e75-a5ad-8f19a4a4571c,1,title,标题,标题,nvarchar,256,0,1,1,0,NULL,NULL,NULL,5,NULL,1,0,150,NULL,1,1,-1,NULL,5,77dec868-d001-4790-b6a4-0fa8df9a39f9,2012-12-24 11:32:02.8065605 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-09-26 20:47:17.3336497 +08:00,0x000000000026B4E2
53dbb6e7-92a4-47b3-9c87-093a8f8598aa,0baf1de8-7c9c-46ad-bbda-f7cd5a2ce146,1,sTamp,sTamp,sTamp,timestamp,8,0,1,1,0,NULL,NULL,NULL,2,NULL,0,0,80,NULL,1,1,-1,NULL,11,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-05-27 11:40:51.9446753 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2019-01-03 09:05:18.3819774 +08:00,0x00000000022B7D5C
53ebdf34-a9a8-45f1-93b6-a2d654cbe97b,67b90751-34e3-470f-882e-ce5aa841634f,1,sId,sId,sId,varchar,36,0,1,1,0,NULL,NULL,NULL,2,NULL,0,0,60,NULL,1,1,-1,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-11-29 20:49:05.4884135 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-11-29 22:02:07.2720372 +08:00,0x00000000022B7B70
53f41c60-24d6-4378-99c7-8fefb05e394a,f1ff2417-8050-4422-bf72-d3e197f35f49,1,listUrl1,Mobile列表文件,Mobile列表文件,nvarchar,256,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,120,NULL,1,1,-1,NULL,17,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-03-03 20:20:01.7126892 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2017-04-03 16:48:57.0304736 +08:00,0x00000000013A415E
53f9d06a-ef8f-4bba-9a9b-a839d822f7d3,e3b57b35-4b66-4fcc-8aee-dbd39fc3aaeb,1,queue,显示顺序,显示顺序,int,10,0,1,1,0,NULL,NULL,NULL,2,NULL,0,0,60,NULL,1,1,-1,NULL,12,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-20 21:54:52.1210903 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-07-28 15:05:20.8056881 +08:00,0x00000000001A39E3
5437b13c-1475-48fc-b78b-48ccb9f6c169,f8da4c3e-67a2-4cfc-b376-affe8a0fd30a,1,siteId,站点,站点,varchar,36,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,80,NULL,1,1,-1,NULL,2,24597ceb-8ffb-46a5-96c0-4d173393bb5c,2019-06-25 16:36:48.5414727 +08:00,24597ceb-8ffb-46a5-96c0-4d173393bb5c,2019-07-04 10:46:36.1204063 +08:00,0x00000000022D11BC
544b33fd-6e95-49bd-8f89-75702ec0362f,de805737-ed30-4f99-a936-c903e739ab58,0,createUser,创建人,createUser,varchar,36,0,1,1,0,NULL,NULL,dbo.springHrUser_GetName(createUser),2,NULL,1,1,80,NULL,1,1,-1,NULL,12,1e670c58-9bc3-4f49-9cc0-c9cc064d782a,2019-08-12 15:29:35.3789177 +08:00,1e670c58-9bc3-4f49-9cc0-c9cc064d782a,2019-08-16 14:42:57.5176794 +08:00,0x00000000022D8857
5478b61c-24fb-409a-8305-cfbd51bd86fa,d4a68e5c-fadb-422e-bb1e-0b46d5aec873,1,body,内容,内容,nvarchar,-1,0,1,1,0,NULL,NULL,NULL,2,NULL,0,0,60,NULL,1,1,-1,NULL,11,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-02-06 12:30:05.0427596 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-09-21 20:56:34.1203858 +08:00,0x000000000021E3F7
549dfa3f-77d7-4190-bbae-59032ee5e71d,6cd3429d-b3ff-4b7f-bb96-64b5e56612f7,1,number,样本编号,number,nvarchar,50,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,80,NULL,1,1,-1,NULL,18,1e670c58-9bc3-4f49-9cc0-c9cc064d782a,2019-08-12 17:13:09.6909210 +08:00,1e670c58-9bc3-4f49-9cc0-c9cc064d782a,2019-08-14 16:40:58.4432801 +08:00,0x00000000022D8708
54a5577e-71df-4e1a-bcf5-74538b701602,137ad7c4-2d34-4ea9-b283-7d24369b46d1,1,type,媒体类型,媒体类型,int,10,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,60,NULL,1,1,-1,NULL,3,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-01-01 20:44:58.0907262 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-01-01 20:51:36.6884687 +08:00,0x00000000022B7CDA
54bb01b2-8243-4e3b-afdd-c458393a7316,f14ffc78-3302-4901-a3fc-7b0ef59329df,1,int1,int1,int1,int,10,0,1,1,0,NULL,NULL,NULL,2,NULL,1,0,60,NULL,1,1,-1,NULL,14,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-10-17 10:32:08.3628657 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-10-19 22:54:18.0227756 +08:00,0x000000000027EAB7
